imname,grade
cow_1++_3648.jpg,1++
cow_1+_580.jpg,1+
cow_1_2494.jpg,1
cow_1+_3460.jpg,1+
cow_1++_2130.jpg,1++
cow_1_3969.jpg,1
cow_3_3385.jpg,3
cow_1_2685.jpg,1
cow_3_3829.jpg,3
cow_1+_3386.jpg,1+
cow_1_5358.jpg,1
cow_3_2070.jpg,3
cow_1++_2817.jpg,1++
cow_1_3471.jpg,1
cow_2_4671.jpg,2
cow_1_4124.jpg,1
cow_1++_4806.jpg,1++
cow_2_5320.jpg,2
cow_1_5847.jpg,1
cow_1++_165.jpg,1++
cow_2_3695.jpg,2
cow_1_362.jpg,1
cow_1_4088.jpg,1
cow_1+_4239.jpg,1+
cow_2_1455.jpg,2
cow_2_3147.jpg,2
cow_1+_831.jpg,1+
cow_2_1222.jpg,2
cow_1+_2737.jpg,1+
cow_3_1945.jpg,3
cow_1_3996.jpg,1
cow_1_2974.jpg,1
cow_1++_4699.jpg,1++
cow_1++_5944.jpg,1++
cow_1++_3818.jpg,1++
cow_1+_893.jpg,1+
cow_2_5655.jpg,2
cow_1+_3888.jpg,1+
cow_1_692.jpg,1
cow_1++_1111.jpg,1++
cow_1+_2919.jpg,1+
cow_3_1656.jpg,3
cow_3_647.jpg,3
cow_2_2537.jpg,2
cow_3_144.jpg,3
cow_1+_3706.jpg,1+
cow_1++_3811.jpg,1++
cow_1_5494.jpg,1
cow_3_2255.jpg,3
cow_1++_5850.jpg,1++
cow_2_2969.jpg,2
cow_2_4054.jpg,2
cow_3_1976.jpg,3
cow_2_4030.jpg,2
cow_1_2668.jpg,1
cow_1_2457.jpg,1
cow_1++_2424.jpg,1++
cow_1_1548.jpg,1
cow_1_3050.jpg,1
cow_1+_3769.jpg,1+
cow_1+_834.jpg,1+
cow_1++_4371.jpg,1++
cow_1+_992.jpg,1+
cow_1++_412.jpg,1++
cow_1++_464.jpg,1++
cow_1_2957.jpg,1
cow_1+_2684.jpg,1+
cow_3_604.jpg,3
cow_1_3921.jpg,1
cow_1_2811.jpg,1
cow_1+_5288.jpg,1+
cow_1++_894.jpg,1++
cow_3_1501.jpg,3
cow_2_3121.jpg,2
cow_1++_5008.jpg,1++
cow_3_1792.jpg,3
cow_1++_868.jpg,1++
cow_1++_2400.jpg,1++
cow_1+_3008.jpg,1+
cow_1+_2990.jpg,1+
cow_2_2445.jpg,2
cow_2_4600.jpg,2
cow_1_4101.jpg,1
cow_3_536.jpg,3
cow_1+_3724.jpg,1+
cow_3_1088.jpg,3
cow_2_3420.jpg,2
cow_2_2983.jpg,2
cow_1_3409.jpg,1
cow_3_146.jpg,3
cow_2_867.jpg,2
cow_1+_5180.jpg,1+
cow_1+_2935.jpg,1+
cow_1++_5770.jpg,1++
cow_1_2912.jpg,1
cow_1_5420.jpg,1
cow_1++_1042.jpg,1++
cow_1+_5306.jpg,1+
cow_2_3099.jpg,2
cow_1++_124.jpg,1++
cow_1_150.jpg,1
cow_2_5581.jpg,2
cow_1++_3172.jpg,1++
cow_3_1977.jpg,3
cow_1_2365.jpg,1
cow_3_1516.jpg,3
cow_1++_921.jpg,1++
cow_2_2124.jpg,2
cow_1+_3029.jpg,1+
cow_1_1126.jpg,1
cow_2_4011.jpg,2
cow_1+_1227.jpg,1+
cow_1++_2215.jpg,1++
cow_1++_261.jpg,1++
cow_1+_5039.jpg,1+
cow_1+_4295.jpg,1+
cow_1+_1575.jpg,1+
cow_1+_3857.jpg,1+
cow_1++_1412.jpg,1++
cow_2_5908.jpg,2
cow_1++_2929.jpg,1++
cow_1+_5569.jpg,1+
cow_1++_1100.jpg,1++
cow_1_4352.jpg,1
cow_1+_2024.jpg,1+
cow_1+_2046.jpg,1+
cow_1++_1981.jpg,1++
cow_1+_4181.jpg,1+
cow_3_3024.jpg,3
cow_2_2457.jpg,2
cow_1_4033.jpg,1
cow_1++_3117.jpg,1++
cow_1+_337.jpg,1+
cow_3_1674.jpg,3
cow_2_5718.jpg,2
cow_3_941.jpg,3
cow_1++_2643.jpg,1++
cow_1_3745.jpg,1
cow_1_2705.jpg,1
cow_1+_4352.jpg,1+
cow_2_1068.jpg,2
cow_3_2787.jpg,3
cow_1+_3462.jpg,1+
cow_1+_244.jpg,1+
cow_1++_3543.jpg,1++
cow_1++_1516.jpg,1++
cow_1_296.jpg,1
cow_3_3387.jpg,3
cow_1++_2161.jpg,1++
cow_1_1363.jpg,1
cow_1++_3405.jpg,1++
cow_2_2267.jpg,2
cow_1_5286.jpg,1
cow_1+_3873.jpg,1+
cow_1+_2029.jpg,1+
cow_3_3558.jpg,3
cow_1_3322.jpg,1
cow_1+_5928.jpg,1+
cow_1_2722.jpg,1
cow_2_5301.jpg,2
cow_1+_1044.jpg,1+
cow_1++_292.jpg,1++
cow_1++_1242.jpg,1++
cow_1+_2797.jpg,1+
cow_1++_1610.jpg,1++
cow_1++_1380.jpg,1++
cow_1_399.jpg,1
cow_1_3226.jpg,1
cow_3_3004.jpg,3
cow_1_4889.jpg,1
cow_1++_1521.jpg,1++
cow_2_3727.jpg,2
cow_3_3988.jpg,3
cow_1_4440.jpg,1
cow_1_92.jpg,1
cow_1_4513.jpg,1
cow_3_2641.jpg,3
cow_1+_2708.jpg,1+
cow_1_273.jpg,1
cow_1_3186.jpg,1
cow_2_2848.jpg,2
cow_1+_2434.jpg,1+
cow_1+_1412.jpg,1+
cow_1+_2824.jpg,1+
cow_1_5042.jpg,1
cow_1_5253.jpg,1
cow_1+_3484.jpg,1+
cow_1+_1020.jpg,1+
cow_2_5456.jpg,2
cow_3_2683.jpg,3
cow_3_134.jpg,3
cow_1++_5377.jpg,1++
cow_1+_1229.jpg,1+
cow_3_104.jpg,3
cow_1_4317.jpg,1
cow_3_1422.jpg,3
cow_1_3762.jpg,1
cow_1_824.jpg,1
cow_1++_473.jpg,1++
cow_2_3676.jpg,2
cow_1++_3825.jpg,1++
cow_1+_4160.jpg,1+
cow_1++_2163.jpg,1++
cow_3_364.jpg,3
cow_2_5837.jpg,2
cow_1_1636.jpg,1
cow_1+_5655.jpg,1+
cow_1_5792.jpg,1
cow_2_3771.jpg,2
cow_3_2696.jpg,3
cow_3_2876.jpg,3
cow_1+_2825.jpg,1+
cow_3_3500.jpg,3
cow_3_3267.jpg,3
cow_1_2489.jpg,1
cow_1++_1319.jpg,1++
cow_2_4863.jpg,2
cow_2_880.jpg,2
cow_1+_3860.jpg,1+
cow_1_4151.jpg,1
cow_1_2989.jpg,1
cow_1++_549.jpg,1++
cow_1++_1976.jpg,1++
cow_1++_1582.jpg,1++
cow_1++_1996.jpg,1++
cow_2_3112.jpg,2
cow_2_312.jpg,2
cow_1++_3147.jpg,1++
cow_1++_3552.jpg,1++
cow_1+_5143.jpg,1+
cow_1++_2040.jpg,1++
cow_1++_4304.jpg,1++
cow_1_3428.jpg,1
cow_1_1197.jpg,1
cow_2_2949.jpg,2
cow_1_860.jpg,1
cow_2_2825.jpg,2
cow_1++_5913.jpg,1++
cow_2_962.jpg,2
cow_1+_4522.jpg,1+
cow_1++_3232.jpg,1++
cow_1+_3632.jpg,1+
cow_1+_585.jpg,1+
cow_1+_2843.jpg,1+
cow_1+_135.jpg,1+
cow_1_3033.jpg,1
cow_1_2282.jpg,1
cow_1++_5324.jpg,1++
cow_1++_3145.jpg,1++
cow_1_5191.jpg,1
cow_3_40.jpg,3
cow_1_3512.jpg,1
cow_3_2995.jpg,3
cow_2_526.jpg,2
cow_1++_2336.jpg,1++
cow_1++_4388.jpg,1++
cow_1+_3902.jpg,1+
cow_1+_1152.jpg,1+
cow_1_1129.jpg,1
cow_1+_4229.jpg,1+
cow_1++_4235.jpg,1++
cow_3_3922.jpg,3
cow_2_581.jpg,2
cow_1_2982.jpg,1
cow_1_5852.jpg,1
cow_1_1031.jpg,1
cow_3_335.jpg,3
cow_1_5079.jpg,1
cow_1+_3660.jpg,1+
cow_1+_1906.jpg,1+
cow_1+_2272.jpg,1+
cow_2_1446.jpg,2
cow_2_4029.jpg,2
cow_1_5311.jpg,1
cow_2_1456.jpg,2
cow_2_4822.jpg,2
cow_2_2212.jpg,2
cow_2_3079.jpg,2
cow_3_3498.jpg,3
cow_1+_720.jpg,1+
cow_2_5119.jpg,2
cow_1++_3212.jpg,1++
cow_2_559.jpg,2
cow_1++_75.jpg,1++
cow_2_3642.jpg,2
cow_1++_4651.jpg,1++
cow_2_4768.jpg,2
cow_1+_2907.jpg,1+
cow_2_280.jpg,2
cow_1+_2359.jpg,1+
cow_1+_1732.jpg,1+
cow_1+_1378.jpg,1+
cow_2_2482.jpg,2
cow_2_1988.jpg,2
cow_3_1571.jpg,3
cow_1++_3081.jpg,1++
cow_1_4020.jpg,1
cow_1++_2375.jpg,1++
cow_1++_4420.jpg,1++
cow_1+_934.jpg,1+
cow_3_3003.jpg,3
cow_1+_5002.jpg,1+
cow_1++_1453.jpg,1++
cow_1+_4383.jpg,1+
cow_1_2263.jpg,1
cow_1_5900.jpg,1
cow_1++_2252.jpg,1++
cow_1+_633.jpg,1+
cow_2_3098.jpg,2
cow_1_1633.jpg,1
cow_2_5582.jpg,2
cow_2_5881.jpg,2
cow_1++_2556.jpg,1++
cow_1+_5890.jpg,1+
cow_1+_3369.jpg,1+
cow_2_5334.jpg,2
cow_3_2565.jpg,3
cow_1_5673.jpg,1
cow_1+_4714.jpg,1+
cow_2_1274.jpg,2
cow_1++_1486.jpg,1++
cow_3_339.jpg,3
cow_2_4941.jpg,2
cow_1++_4700.jpg,1++
cow_1+_1826.jpg,1+
cow_2_3291.jpg,2
cow_1+_3796.jpg,1+
cow_3_2310.jpg,3
cow_1+_3371.jpg,1+
cow_2_5912.jpg,2
cow_1_5485.jpg,1
cow_3_525.jpg,3
cow_2_212.jpg,2
cow_1++_1931.jpg,1++
cow_1_4062.jpg,1
cow_1+_4942.jpg,1+
cow_1+_1056.jpg,1+
cow_1+_2658.jpg,1+
cow_1_4764.jpg,1
cow_1++_436.jpg,1++
cow_1_2009.jpg,1
cow_1+_2692.jpg,1+
cow_1_1853.jpg,1
cow_2_4347.jpg,2
cow_1+_2166.jpg,1+
cow_1+_675.jpg,1+
cow_1_2654.jpg,1
cow_2_4654.jpg,2
cow_1_1522.jpg,1
cow_2_2354.jpg,2
cow_1+_2279.jpg,1+
cow_1++_2820.jpg,1++
cow_1+_3428.jpg,1+
cow_1_2577.jpg,1
cow_1_4476.jpg,1
cow_1+_4102.jpg,1+
cow_3_3153.jpg,3
cow_1++_870.jpg,1++
cow_1_2416.jpg,1
cow_1++_5425.jpg,1++
cow_1+_4689.jpg,1+
cow_1+_4248.jpg,1+
cow_2_2623.jpg,2
cow_2_310.jpg,2
cow_3_1657.jpg,3
cow_3_2679.jpg,3
cow_1++_2906.jpg,1++
cow_1++_2616.jpg,1++
cow_1+_1618.jpg,1+
cow_2_4318.jpg,2
cow_1+_4902.jpg,1+
cow_2_439.jpg,2
cow_1_936.jpg,1
cow_2_3961.jpg,2
cow_2_5434.jpg,2
cow_1++_3351.jpg,1++
cow_1_5612.jpg,1
cow_2_4577.jpg,2
cow_3_3940.jpg,3
cow_1+_4800.jpg,1+
cow_1_4719.jpg,1
cow_2_584.jpg,2
cow_1+_124.jpg,1+
cow_2_2188.jpg,2
cow_1++_4914.jpg,1++
cow_1++_2916.jpg,1++
cow_1_5060.jpg,1
cow_1++_2765.jpg,1++
cow_3_2284.jpg,3
cow_2_960.jpg,2
cow_1_2085.jpg,1
cow_1_3936.jpg,1
cow_3_1871.jpg,3
cow_1+_144.jpg,1+
cow_1_4335.jpg,1
cow_1++_5218.jpg,1++
cow_1_5299.jpg,1
cow_1_2594.jpg,1
cow_1_1958.jpg,1
cow_1+_2423.jpg,1+
cow_1+_3555.jpg,1+
cow_2_1382.jpg,2
cow_2_3776.jpg,2
cow_1++_2934.jpg,1++
cow_1+_538.jpg,1+
cow_1++_2256.jpg,1++
cow_2_5112.jpg,2
cow_2_2736.jpg,2
cow_2_3837.jpg,2
cow_1+_1199.jpg,1+
cow_3_1150.jpg,3
cow_2_4360.jpg,2
cow_2_3873.jpg,2
cow_1++_2484.jpg,1++
cow_1++_2340.jpg,1++
cow_2_4469.jpg,2
cow_1+_1948.jpg,1+
cow_1_5144.jpg,1
cow_1+_2745.jpg,1+
cow_1_1424.jpg,1
cow_1++_3236.jpg,1++
cow_1_3375.jpg,1
cow_1_5584.jpg,1
cow_1++_38.jpg,1++
cow_1+_951.jpg,1+
cow_2_4513.jpg,2
cow_1+_442.jpg,1+
cow_1++_2176.jpg,1++
cow_2_3784.jpg,2
cow_1+_346.jpg,1+
cow_1_5586.jpg,1
cow_1_4383.jpg,1
cow_1+_2182.jpg,1+
cow_1++_2605.jpg,1++
cow_2_4287.jpg,2
cow_1+_3810.jpg,1+
cow_1++_4127.jpg,1++
cow_2_5550.jpg,2
cow_2_5864.jpg,2
cow_2_4129.jpg,2
cow_2_5104.jpg,2
cow_2_5546.jpg,2
cow_2_3102.jpg,2
cow_2_2796.jpg,2
cow_1++_2380.jpg,1++
cow_1++_4950.jpg,1++
cow_1+_2810.jpg,1+
cow_1+_867.jpg,1+
cow_2_2583.jpg,2
cow_1++_468.jpg,1++
cow_1+_2042.jpg,1+
cow_1++_1274.jpg,1++
cow_1+_2858.jpg,1+
cow_3_1950.jpg,3
cow_1_5814.jpg,1
cow_3_2788.jpg,3
cow_2_2581.jpg,2
cow_1++_853.jpg,1++
cow_3_32.jpg,3
cow_1_3819.jpg,1
cow_2_4135.jpg,2
cow_1++_5342.jpg,1++
cow_1_369.jpg,1
cow_3_19.jpg,3
cow_2_2628.jpg,2
cow_1_474.jpg,1
cow_1+_5826.jpg,1+
cow_2_5836.jpg,2
cow_1_1464.jpg,1
cow_1+_2711.jpg,1+
cow_1_1667.jpg,1
cow_2_5396.jpg,2
cow_3_1511.jpg,3
cow_1_3307.jpg,1
cow_1_3445.jpg,1
cow_1+_4516.jpg,1+
cow_1++_5628.jpg,1++
cow_1+_5010.jpg,1+
cow_1_223.jpg,1
cow_1++_3148.jpg,1++
cow_3_781.jpg,3
cow_1+_5596.jpg,1+
cow_1++_4422.jpg,1++
cow_1+_3971.jpg,1+
cow_1_1010.jpg,1
cow_1+_3075.jpg,1+
cow_1++_5596.jpg,1++
cow_1++_596.jpg,1++
cow_2_5183.jpg,2
cow_1++_2220.jpg,1++
cow_1_4893.jpg,1
cow_1_2614.jpg,1
cow_2_1898.jpg,2
cow_1+_5969.jpg,1+
cow_2_5314.jpg,2
cow_1_3004.jpg,1
cow_1++_1840.jpg,1++
cow_2_1286.jpg,2
cow_1_5351.jpg,1
cow_1++_3091.jpg,1++
cow_1_5160.jpg,1
cow_1++_1467.jpg,1++
cow_2_5249.jpg,2
cow_2_547.jpg,2
cow_1++_5051.jpg,1++
cow_2_5861.jpg,2
cow_1+_1150.jpg,1+
cow_3_3.jpg,3
cow_3_998.jpg,3
cow_1++_2696.jpg,1++
cow_3_1690.jpg,3
cow_3_3248.jpg,3
cow_1++_4976.jpg,1++
cow_1+_5784.jpg,1+
cow_1_4858.jpg,1
cow_1_5065.jpg,1
cow_1_6.jpg,1
cow_2_4858.jpg,2
cow_2_4081.jpg,2
cow_1_1590.jpg,1
cow_2_2382.jpg,2
cow_1++_3944.jpg,1++
cow_1+_5760.jpg,1+
cow_2_176.jpg,2
cow_1++_4213.jpg,1++
cow_1_3456.jpg,1
cow_2_5246.jpg,2
cow_1_72.jpg,1
cow_1_1846.jpg,1
cow_1+_705.jpg,1+
cow_1_4323.jpg,1
cow_3_3377.jpg,3
cow_1+_2407.jpg,1+
cow_1_651.jpg,1
cow_1_2350.jpg,1
cow_3_3384.jpg,3
cow_1+_4231.jpg,1+
cow_1++_3660.jpg,1++
cow_2_154.jpg,2
cow_3_154.jpg,3
cow_1_1243.jpg,1
cow_1_3468.jpg,1
cow_1_4403.jpg,1
cow_1_3110.jpg,1
cow_1+_2748.jpg,1+
cow_3_1900.jpg,3
cow_1_5415.jpg,1
cow_1++_942.jpg,1++
cow_1+_5940.jpg,1+
cow_1_4773.jpg,1
cow_1_1273.jpg,1
cow_1_4517.jpg,1
cow_1+_2691.jpg,1+
cow_1++_1269.jpg,1++
cow_1++_4020.jpg,1++
cow_1+_4378.jpg,1+
cow_1_2027.jpg,1
cow_2_1788.jpg,2
cow_3_3547.jpg,3
cow_1+_414.jpg,1+
cow_1+_2596.jpg,1+
cow_2_3711.jpg,2
cow_3_1242.jpg,3
cow_2_5256.jpg,2
cow_1+_5405.jpg,1+
cow_3_3433.jpg,3
cow_1+_2801.jpg,1+
cow_1++_2532.jpg,1++
cow_1_1890.jpg,1
cow_1+_3296.jpg,1+
cow_1_4302.jpg,1
cow_2_1772.jpg,2
cow_1+_1668.jpg,1+
cow_3_119.jpg,3
cow_1++_2203.jpg,1++
cow_3_3154.jpg,3
cow_3_1046.jpg,3
cow_1_3645.jpg,1
cow_1+_256.jpg,1+
cow_3_607.jpg,3
cow_3_1372.jpg,3
cow_1++_1272.jpg,1++
cow_1_5062.jpg,1
cow_1_3202.jpg,1
cow_1++_2356.jpg,1++
cow_1++_3218.jpg,1++
cow_1++_3237.jpg,1++
cow_1++_5921.jpg,1++
cow_1+_3995.jpg,1+
cow_1_5007.jpg,1
cow_1_2678.jpg,1
cow_1+_737.jpg,1+
cow_1++_5941.jpg,1++
cow_1+_1391.jpg,1+
cow_1++_3358.jpg,1++
cow_1_4418.jpg,1
cow_3_147.jpg,3
cow_3_337.jpg,3
cow_1++_3198.jpg,1++
cow_1+_2003.jpg,1+
cow_1+_5369.jpg,1+
cow_1++_2179.jpg,1++
cow_1++_5496.jpg,1++
cow_1+_5517.jpg,1+
cow_2_1009.jpg,2
cow_1++_1743.jpg,1++
cow_1++_3993.jpg,1++
cow_3_2772.jpg,3
cow_1+_1184.jpg,1+
cow_1+_5551.jpg,1+
cow_1_665.jpg,1
cow_3_847.jpg,3
cow_1++_858.jpg,1++
cow_1+_448.jpg,1+
cow_2_58.jpg,2
cow_3_418.jpg,3
cow_3_197.jpg,3
cow_1++_2049.jpg,1++
cow_1+_5650.jpg,1+
cow_1++_1155.jpg,1++
cow_1++_1210.jpg,1++
cow_2_691.jpg,2
cow_1+_3674.jpg,1+
cow_1++_3813.jpg,1++
cow_1+_2496.jpg,1+
cow_3_1367.jpg,3
cow_1+_4628.jpg,1+
cow_1++_2300.jpg,1++
cow_1+_2674.jpg,1+
cow_1++_3564.jpg,1++
cow_2_2142.jpg,2
cow_1+_4498.jpg,1+
cow_1_2023.jpg,1
cow_1++_2319.jpg,1++
cow_2_2730.jpg,2
cow_2_3308.jpg,2
cow_1++_1794.jpg,1++
cow_1++_1320.jpg,1++
cow_1+_1646.jpg,1+
cow_2_3415.jpg,2
cow_1_4321.jpg,1
cow_1++_3831.jpg,1++
cow_1+_4210.jpg,1+
cow_1+_3967.jpg,1+
cow_2_5124.jpg,2
cow_1_2948.jpg,1
cow_1++_1354.jpg,1++
cow_1++_5028.jpg,1++
cow_2_1440.jpg,2
cow_1_865.jpg,1
cow_1+_5207.jpg,1+
cow_1++_2495.jpg,1++
cow_1_5666.jpg,1
cow_2_4974.jpg,2
cow_1+_5416.jpg,1+
cow_1+_3379.jpg,1+
cow_2_751.jpg,2
cow_1+_3956.jpg,1+
cow_1++_2149.jpg,1++
cow_2_2726.jpg,2
cow_1_59.jpg,1
cow_1++_2698.jpg,1++
cow_1+_5851.jpg,1+
cow_1+_2437.jpg,1+
cow_1_434.jpg,1
cow_2_3203.jpg,2
cow_3_1469.jpg,3
cow_1_298.jpg,1
cow_1_5785.jpg,1
cow_1+_5979.jpg,1+
cow_1++_3901.jpg,1++
cow_2_5975.jpg,2
cow_1_4855.jpg,1
cow_3_2415.jpg,3
cow_1+_3767.jpg,1+
cow_1+_4919.jpg,1+
cow_1++_3649.jpg,1++
cow_1++_2164.jpg,1++
cow_1_279.jpg,1
cow_1_4456.jpg,1
cow_1_3753.jpg,1
cow_3_595.jpg,3
cow_1++_2402.jpg,1++
cow_1_3176.jpg,1
cow_1++_5723.jpg,1++
cow_2_520.jpg,2
cow_3_1063.jpg,3
cow_1_3154.jpg,1
cow_1_4285.jpg,1
cow_1_3025.jpg,1
cow_3_1146.jpg,3
cow_3_1423.jpg,3
cow_1_4058.jpg,1
cow_1++_4492.jpg,1++
cow_1_2611.jpg,1
cow_1_3744.jpg,1
cow_2_509.jpg,2
cow_3_717.jpg,3
cow_1_2847.jpg,1
cow_2_4316.jpg,2
cow_1++_1954.jpg,1++
cow_2_5927.jpg,2
cow_3_422.jpg,3
cow_3_3513.jpg,3
cow_1_2521.jpg,1
cow_1+_2378.jpg,1+
cow_1_1965.jpg,1
cow_1_3754.jpg,1
cow_2_3381.jpg,2
cow_1++_1580.jpg,1++
cow_3_942.jpg,3
cow_1+_971.jpg,1+
cow_1+_5758.jpg,1+
cow_1+_172.jpg,1+
cow_1++_1648.jpg,1++
cow_2_100.jpg,2
cow_1_1718.jpg,1
cow_1_1618.jpg,1
cow_1+_4065.jpg,1+
cow_1+_2259.jpg,1+
cow_1_5428.jpg,1
cow_2_4780.jpg,2
cow_1+_852.jpg,1+
cow_1+_345.jpg,1+
cow_3_449.jpg,3
cow_1++_3017.jpg,1++
cow_1++_4538.jpg,1++
cow_1++_3475.jpg,1++
cow_1+_2742.jpg,1+
cow_3_3162.jpg,3
cow_1++_5222.jpg,1++
cow_1+_3083.jpg,1+
cow_1+_265.jpg,1+
cow_1+_842.jpg,1+
cow_1++_1675.jpg,1++
cow_1++_2048.jpg,1++
cow_1_5546.jpg,1
cow_1++_5409.jpg,1++
cow_2_2134.jpg,2
cow_3_1707.jpg,3
cow_2_2607.jpg,2
cow_1++_941.jpg,1++
cow_1_774.jpg,1
cow_1++_673.jpg,1++
cow_1++_2617.jpg,1++
cow_1++_4554.jpg,1++
cow_2_1392.jpg,2
cow_1++_956.jpg,1++
cow_1_1383.jpg,1
cow_1+_3303.jpg,1+
cow_1++_1095.jpg,1++
cow_1_4018.jpg,1
cow_1_4597.jpg,1
cow_2_3281.jpg,2
cow_1++_4276.jpg,1++
cow_1++_1811.jpg,1++
cow_1+_1142.jpg,1+
cow_1_4637.jpg,1
cow_1+_78.jpg,1+
cow_1+_1599.jpg,1+
cow_1++_2434.jpg,1++
cow_1++_3127.jpg,1++
cow_1_4458.jpg,1
cow_1++_4231.jpg,1++
cow_1+_149.jpg,1+
cow_3_913.jpg,3
cow_3_3916.jpg,3
cow_1_210.jpg,1
cow_3_3020.jpg,3
cow_1++_4291.jpg,1++
cow_1_1055.jpg,1
cow_1++_906.jpg,1++
cow_2_5114.jpg,2
cow_1++_5793.jpg,1++
cow_1++_2633.jpg,1++
cow_2_5816.jpg,2
cow_1_3970.jpg,1
cow_3_2503.jpg,3
cow_3_48.jpg,3
cow_1_5076.jpg,1
cow_1_4607.jpg,1
cow_1+_1249.jpg,1+
cow_1++_3274.jpg,1++
cow_3_1382.jpg,3
cow_1+_5034.jpg,1+
cow_1++_5778.jpg,1++
cow_1_3028.jpg,1
cow_1+_925.jpg,1+
cow_1++_1403.jpg,1++
cow_1_818.jpg,1
cow_2_2057.jpg,2
cow_1_2209.jpg,1
cow_1_1629.jpg,1
cow_1+_5472.jpg,1+
cow_1+_3370.jpg,1+
cow_1_1632.jpg,1
cow_2_2294.jpg,2
cow_2_3080.jpg,2
cow_2_3408.jpg,2
cow_3_2231.jpg,3
cow_3_2033.jpg,3
cow_1+_921.jpg,1+
cow_1+_1611.jpg,1+
cow_2_1620.jpg,2
cow_3_3053.jpg,3
cow_1_3235.jpg,1
cow_1++_5819.jpg,1++
cow_3_1843.jpg,3
cow_1+_1888.jpg,1+
cow_1++_3871.jpg,1++
cow_2_3913.jpg,2
cow_2_958.jpg,2
cow_2_3218.jpg,2
cow_1_67.jpg,1
cow_1++_4118.jpg,1++
cow_1+_3393.jpg,1+
cow_1_966.jpg,1
cow_1_4879.jpg,1
cow_2_4040.jpg,2
cow_1+_2089.jpg,1+
cow_1_3928.jpg,1
cow_1_5073.jpg,1
cow_3_3862.jpg,3
cow_1+_4115.jpg,1+
cow_2_3095.jpg,2
cow_3_582.jpg,3
cow_1_2566.jpg,1
cow_1+_2911.jpg,1+
cow_1+_4055.jpg,1+
cow_1_4657.jpg,1
cow_2_2857.jpg,2
cow_1++_3782.jpg,1++
cow_2_4300.jpg,2
cow_1++_2608.jpg,1++
cow_1+_727.jpg,1+
cow_2_3920.jpg,2
cow_2_5179.jpg,2
cow_2_4876.jpg,2
cow_1++_2597.jpg,1++
cow_1_2986.jpg,1
cow_1++_757.jpg,1++
cow_1+_3598.jpg,1+
cow_1++_4837.jpg,1++
cow_1+_3010.jpg,1+
cow_1++_1680.jpg,1++
cow_3_3987.jpg,3
cow_1_664.jpg,1
cow_1+_3662.jpg,1+
cow_1+_4842.jpg,1+
cow_2_537.jpg,2
cow_1_4340.jpg,1
cow_2_1508.jpg,2
cow_1++_1807.jpg,1++
cow_3_2573.jpg,3
cow_3_92.jpg,3
cow_1+_70.jpg,1+
cow_1_1498.jpg,1
cow_1+_1091.jpg,1+
cow_1_86.jpg,1
cow_2_1378.jpg,2
cow_1+_962.jpg,1+
cow_1+_1944.jpg,1+
cow_3_2361.jpg,3
cow_3_3635.jpg,3
cow_2_269.jpg,2
cow_1+_818.jpg,1+
cow_1_2690.jpg,1
cow_1_4562.jpg,1
cow_1++_2500.jpg,1++
cow_1++_116.jpg,1++
cow_1++_4507.jpg,1++
cow_1+_1896.jpg,1+
cow_1_5886.jpg,1
cow_1_2418.jpg,1
cow_1_2476.jpg,1
cow_1+_3123.jpg,1+
cow_1_4144.jpg,1
cow_1++_5093.jpg,1++
cow_1++_2410.jpg,1++
cow_1++_100.jpg,1++
cow_1+_2199.jpg,1+
cow_3_257.jpg,3
cow_1++_726.jpg,1++
cow_1+_1696.jpg,1+
cow_1+_804.jpg,1+
cow_1_2283.jpg,1
cow_1++_4765.jpg,1++
cow_2_4424.jpg,2
cow_1_1708.jpg,1
cow_1+_3249.jpg,1+
cow_1_5512.jpg,1
cow_1+_1872.jpg,1+
cow_1++_5474.jpg,1++
cow_1+_1516.jpg,1+
cow_1++_4545.jpg,1++
cow_2_273.jpg,2
cow_1_3195.jpg,1
cow_1+_3211.jpg,1+
cow_2_60.jpg,2
cow_3_233.jpg,3
cow_1+_3103.jpg,1+
cow_3_927.jpg,3
cow_1_1648.jpg,1
cow_2_5605.jpg,2
cow_1++_4049.jpg,1++
cow_1_1431.jpg,1
cow_1_3381.jpg,1
cow_2_4462.jpg,2
cow_2_2401.jpg,2
cow_1_2808.jpg,1
cow_3_2954.jpg,3
cow_2_3923.jpg,2
cow_2_3665.jpg,2
cow_2_1832.jpg,2
cow_1++_953.jpg,1++
cow_1++_2221.jpg,1++
cow_1+_1961.jpg,1+
cow_3_2197.jpg,3
cow_1+_588.jpg,1+
cow_1+_4748.jpg,1+
cow_1_783.jpg,1
cow_1+_1756.jpg,1+
cow_1_5361.jpg,1
cow_1+_5571.jpg,1+
cow_1+_1162.jpg,1+
cow_3_234.jpg,3
cow_1+_912.jpg,1+
cow_1+_4929.jpg,1+
cow_1+_1165.jpg,1+
cow_1_4530.jpg,1
cow_1_4815.jpg,1
cow_1+_5684.jpg,1+
cow_1++_3893.jpg,1++
cow_1_5393.jpg,1
cow_1+_5377.jpg,1+
cow_1_5224.jpg,1
cow_1+_4707.jpg,1+
cow_1+_5209.jpg,1+
cow_1_2193.jpg,1
cow_1++_4591.jpg,1++
cow_2_4018.jpg,2
cow_2_5230.jpg,2
cow_2_1288.jpg,2
cow_1_5278.jpg,1
cow_2_1614.jpg,2
cow_1+_608.jpg,1+
cow_2_78.jpg,2
cow_1_5412.jpg,1
cow_2_4586.jpg,2
